569	191	10	16.46
570	191	29	431.01
579	196	6	949.05
580	196	29	577.91
581	196	8	312.17
582	196	20	39.93
597	204	3	224.72
598	204	26	241.58
599	204	25	47.96
600	204	20	526.25
605	207	23	26.14
606	207	8	14.74
607	207	13	291.18
608	207	29	303.16
609	207	17	55.97
610	208	8	162.51
611	208	2	68.69
612	208	23	667.38
613	208	18	657.49
614	209	3	373.82
615	209	19	104.45
616	209	26	622.96
617	209	28	8.83
618	209	2	92.54
622	211	22	328.03
623	211	21	35.1
624	211	3	354.65
625	211	1	47.53
626	211	8	284.66
627	212	9	183.6
628	212	24	453.93
629	212	28	344.01
630	212	22	712.01
631	212	26	828.31
647	220	6	386.1
648	220	9	89.79
649	220	19	276.79
650	220	18	8.75
651	220	11	175.31
663	228	10	223.89
664	228	22	107.92
665	228	30	7.91
666	228	8	16.99
667	228	13	229.39
672	231	5	62.21
673	231	3	420.97
674	231	17	623.51
675	231	10	693.43
679	233	15	341.7
680	233	6	268.1
681	233	16	241.19
682	233	24	146.35
683	233	8	247.65
684	234	20	212.53
685	234	25	129.63
686	234	6	39.28
687	234	3	33.74
695	238	9	132.46
696	238	28	86.74
697	238	29	618.78
698	238	1	82.08
703	241	19	239.66
704	241	25	641.21
705	241	24	107.15
706	241	3	395.28
713	246	3	339.62
714	246	6	250.58
715	246	1	88.64
716	246	12	534.05
717	246	14	802.81
723	249	3	41.33
724	249	16	347.35
725	249	26	116.1
726	249	25	94.4
727	249	1	688.74
733	252	24	167.5
734	252	21	295.04
735	252	15	60.05
736	252	5	114.52
738	254	5	367.41
739	254	29	190.08
740	254	18	166.98
741	254	9	491.59
742	254	21	302.06
753	259	13	690.29
754	259	14	397.01
755	259	7	401.03
756	259	21	493.15
757	259	9	677.66
758	260	9	175.01
759	260	24	662.34
760	260	27	282.21
761	260	12	456.23
762	261	7	11.71
763	261	22	84.39
764	261	10	755.86
765	261	23	22.54
766	261	6	22.64
767	262	12	709.29
768	262	25	195.64
769	262	5	305.13
770	262	1	642.7
771	263	25	45.4
772	263	7	90.69
773	263	26	586.2
774	263	18	53.9
775	263	10	3.73
777	265	30	209.0
778	265	20	208.58
779	265	27	69.83
780	265	8	931.47
781	266	22	116.53
782	266	20	90.53
783	266	13	51.01
784	266	30	463.29
785	266	26	148.03
786	267	11	238.03
787	267	26	231.33
788	267	6	97.76
789	267	8	119.16
790	268	16	6.19
791	268	18	38.11
792	268	26	433.26
793	268	15	356.58
794	268	11	264.11
799	271	7	38.2
800	271	20	172.5
801	271	3	353.88
802	271	27	114.91
803	271	16	41.72
806	273	14	133.45
807	273	29	288.45
808	273	1	183.82
809	273	27	175.64
810	273	15	907.25
811	274	27	28.34
812	274	19	149.99
813	274	8	643.31
814	274	22	112.65
815	274	7	296.15
818	276	2	58.55
819	276	26	32.32
820	276	13	702.66
821	276	21	113.96
822	277	24	794.12
823	277	20	12.81
824	277	28	644.05
825	277	9	220.39
826	278	24	260.51
827	278	3	166.78
828	278	15	227.61
829	278	30	461.79
830	278	25	157.34
831	279	8	38.43
832	279	23	17.99
833	279	29	599.3
834	279	18	925.07
835	280	11	293.77
836	280	16	214.33
837	280	14	705.29
838	280	19	60.58
839	280	26	212.54
842	282	24	124.11
843	282	4	25.22
844	282	7	58.31
845	282	10	22.21
847	284	23	334.18
848	284	30	164.37
849	284	27	606.1
850	284	8	137.06
854	286	6	81.03
855	286	4	79.34
856	286	28	104.95
857	286	9	456.81
862	289	25	439.59
863	289	28	527.57
864	289	9	68.24
865	289	26	582.02
866	290	18	305.57
867	290	16	99.3
868	290	5	539.19
869	290	12	616.33
874	293	10	889.69
875	293	29	24.78
876	293	7	114.56
877	293	14	131.17
893	301	23	443.29
894	301	14	557.85
895	301	6	188.27
896	301	13	145.46
897	302	7	166.46
898	302	29	232.42
899	302	17	102.19
900	302	3	184.2
905	305	9	86.51
906	305	26	63.56
907	305	7	406.33
908	305	12	316.96
909	305	27	386.25
910	306	1	257.32
911	306	17	574.29
912	306	29	359.85
913	306	14	439.18
914	306	24	7.56
917	308	10	571.57
918	308	21	502.12
919	308	16	7.91
920	308	14	121.98
923	311	22	89.52
924	311	9	240.51
925	311	25	56.21
926	311	19	443.26
927	312	13	556.96
928	312	7	143.29
929	312	28	520.5
930	312	14	193.89
931	312	21	51.76
934	314	16	1020.48
935	314	19	200.55
936	314	12	995.47
937	314	22	572.1
938	315	13	170.12
939	315	7	41.51
940	315	16	426.97
941	315	18	36.31
942	315	11	352.87
943	316	18	213.07
944	316	4	112.03
945	316	14	149.18
946	316	24	87.72
947	316	3	439.73
948	317	24	0.8
949	317	1	90.74
950	317	23	0.55
951	317	10	163.39
952	317	28	15.02
960	321	23	472.04
961	321	12	154.63
962	321	8	892.42
963	321	14	924.68
964	321	1	462.01
966	323	22	862.76
967	323	6	93.67
968	323	15	437.31
969	323	10	22.91
971	325	23	11.9
972	325	30	633.04
973	325	9	8.11
974	325	24	539.18
975	326	25	247.47
976	326	16	52.83
977	326	9	84.38
978	326	23	776.34
979	327	14	678.39
980	327	4	602.84
981	327	17	60.31
982	327	16	246.01
983	328	1	51.85
984	328	3	60.43
985	328	19	11.56
986	328	6	89.72
987	328	24	81.4
995	332	29	730.97
996	332	7	198.48
997	332	14	294.2
998	332	19	72.47
1003	335	21	124.38
1004	335	27	441.01
1005	335	11	21.7
1006	335	8	491.65
1007	335	7	82.16
1008	336	8	817.35
1009	336	22	63.3
1010	336	9	155.32
1011	336	21	3.86
1012	337	22	385.92
1013	337	1	182.18
1014	337	7	68.95
1015	337	19	163.4
1016	337	21	297.52
1026	343	3	190.61
1027	343	12	0.0
1028	343	5	100.4
1029	343	16	90.37
1030	344	7	4.73
1031	344	9	525.04
1032	344	11	4.62
1033	344	19	907.68
1034	345	20	861.04
1035	345	23	441.01
1036	345	19	75.65
1037	345	9	15.78
1038	346	18	9.81
1039	346	14	321.08
1040	346	20	97.64
1041	346	19	435.46
1042	346	8	66.71
1045	348	25	625.54
1046	348	4	187.5
1047	348	21	303.72
1048	348	5	93.89
1049	349	13	383.79
1050	349	2	56.43
1051	349	6	12.3
1052	349	7	12.74
1070	357	28	26.09
1071	357	23	152.64
1072	357	7	183.16
1073	357	26	47.86
1074	357	18	38.4
1075	358	13	511.35
1076	358	24	0.05
1077	358	7	27.04
1078	358	15	503.65
1086	363	11	36.11
1087	363	27	329.89
1088	363	21	940.87
1089	363	15	922.36
1090	363	13	386.24
1092	365	8	266.2
1093	365	16	711.78
1094	365	4	386.02
1095	365	6	72.21
1096	365	9	31.92
1098	367	8	296.26
1099	367	11	55.03
1100	367	26	913.67
1101	367	30	68.02
1104	370	4	830.54
1105	370	26	170.69
1106	370	3	656.33
1107	370	10	19.89
1109	372	24	732.47
1110	372	9	77.45
1111	372	30	716.97
1112	372	23	507.37
1113	373	28	966.75
1114	373	22	133.2
1115	373	20	6.61
1116	373	2	366.55
1117	373	10	315.25
1118	374	29	231.72
1119	374	16	624.14
1120	374	5	12.53
1121	374	11	223.65
1122	374	30	103.59
1127	377	26	363.78
1128	377	30	298.78
1129	377	29	16.22
1130	377	7	570.81
1131	377	21	492.21
1135	379	17	20.23
1136	379	29	2.63
1137	379	24	38.56
1138	379	25	61.69
1139	379	4	358.18
1142	381	2	204.7
1143	381	24	10.6
1144	381	8	144.35
1145	381	6	254.08
1146	381	4	94.21
1147	382	23	31.61
1148	382	21	732.17
1149	382	16	521.38
1150	382	19	457.85
1151	382	17	516.44
1156	386	19	668.35
1157	386	18	185.54
1158	386	17	58.65
1159	386	13	242.7
1161	388	1	26.76
1162	388	26	168.37
1163	388	6	107.26
1164	388	12	480.57
1168	390	11	112.5
1169	390	27	199.09
1170	390	8	22.66
1171	390	23	78.72
1172	391	26	136.19
1173	391	29	152.73
1174	391	13	243.44
1175	391	8	107.33
1176	391	28	133.22
1177	392	10	494.17
1178	392	7	140.24
1179	392	28	436.24
1180	392	18	126.51
1184	394	4	879.0
1185	394	9	194.96
1186	394	30	193.57
1187	394	1	90.98
1196	398	14	4.66
1197	398	6	19.87
1198	398	7	374.23
1199	398	28	530.12
1200	398	29	66.98
1201	399	30	71.1
1202	399	10	151.64
1203	399	18	265.86
1204	399	15	376.83
1208	401	23	356.76
1209	401	21	75.21
1210	401	22	580.96
1211	401	9	839.76
1228	410	20	356.97
1229	410	18	218.88
1230	410	19	647.75
1231	410	17	572.1
1232	411	15	167.42
1233	411	10	285.6
1234	411	5	370.12
1235	411	22	27.15
1236	411	16	419.23
1241	414	13	171.11
1242	414	24	818.78
1243	414	9	456.01
1244	414	12	275.57
1245	414	23	115.39
1246	415	12	218.21
1247	415	10	124.12
1248	415	16	172.83
1249	415	5	66.68
1250	416	4	600.67
1251	416	20	486.55
1252	416	13	618.17
1253	416	15	300.37
1256	418	29	52.08
1257	418	25	61.8
1258	418	17	362.69
1259	418	11	102.28
1260	418	23	320.53
1269	422	25	116.62
1270	422	14	162.09
1271	422	29	860.83
1272	422	8	87.11
1273	422	5	193.8
1278	425	28	120.93
1279	425	8	2.33
1280	425	17	96.98
1281	425	2	127.95
1285	428	19	311.68
1286	428	9	152.73
1287	428	1	106.52
1288	428	14	211.81
1304	435	16	272.29
1305	435	6	219.97
1306	435	22	320.77
1307	435	29	126.78
1308	435	1	672.04
1309	436	1	589.86
1310	436	30	128.57
1311	436	10	355.55
1312	436	17	822.62
1313	436	15	811.44
1314	437	19	540.64
1315	437	11	189.72
1316	437	10	90.79
1317	437	12	380.43
1319	439	5	332.36
1320	439	29	399.82
1321	439	30	394.96
1322	439	6	41.03
1323	440	14	384.53
1324	440	17	74.85
1325	440	11	99.89
1326	440	29	297.73
1327	441	10	253.33
1328	441	15	728.73
1329	441	18	819.32
1330	441	30	260.37
1331	441	19	473.79
1333	443	21	331.36
1334	443	28	813.43
1335	443	20	110.11
1336	443	24	567.15
1337	444	23	80.37
1338	444	8	274.98
1339	444	26	100.07
1340	444	27	9.64
1341	444	22	12.6
1348	448	18	65.7
1349	448	22	592.55
1350	448	28	33.41
1351	448	9	360.43
1352	449	9	40.86
1353	449	2	459.59
1354	449	20	637.58
1355	449	30	329.65
1363	454	20	360.72
1364	454	13	88.62
1365	454	14	360.03
1366	454	25	714.67
1367	454	19	8.72
1368	455	27	15.31
1369	455	12	870.24
1370	455	23	292.99
1371	455	30	270.02
1372	455	6	25.85
1373	456	9	283.89
1374	456	5	583.0
1375	456	12	0.6
1376	456	8	838.82
1382	461	29	17.04
1383	461	18	33.42
1384	461	14	11.43
1385	461	20	875.61
1386	461	21	857.29
1387	462	15	143.22
1388	462	24	234.04
1389	462	17	189.28
1390	462	22	878.57
1391	462	23	100.67
1394	464	19	703.51
1395	464	11	25.08
1396	464	12	353.92
1397	464	1	341.08
1398	464	27	10.68
1399	465	20	86.15
1400	465	2	239.66
1401	465	10	321.98
1402	465	6	176.15
1403	466	3	317.85
1404	466	6	492.13
1405	466	29	507.97
1406	466	15	643.13
1407	466	26	324.44
1409	468	17	346.01
1410	468	10	539.8
1411	468	7	680.2
1412	468	13	208.2
1413	468	29	372.73
1414	469	18	94.61
1415	469	19	706.3
1416	469	11	354.75
1417	469	21	158.08
1423	472	12	338.44
1424	472	28	11.68
1425	472	3	379.62
1426	472	11	120.92
1427	472	19	160.3
1428	473	10	176.84
1429	473	4	9.97
1430	473	3	76.36
1431	473	15	295.52
1432	473	9	88.49
1436	475	5	2.24
1437	475	6	239.34
1438	475	7	565.34
1439	475	25	110.61
1440	475	1	911.48
1446	479	19	116.06
1447	479	3	268.81
1448	479	23	404.73
1449	479	5	81.98
1450	479	17	712.42
1465	486	13	110.75
1466	486	22	612.36
1467	486	24	45.59
1468	486	9	28.31
1473	490	16	365.04
1474	490	4	227.92
1475	490	25	323.59
1476	490	10	73.57
1477	490	22	117.58
1478	491	3	317.81
1479	491	16	42.88
1480	491	6	136.24
1481	491	14	953.42
1482	492	15	587.44
1483	492	26	87.62
1484	492	4	46.06
1485	492	22	254.3
1497	499	2	737.96
1498	499	14	631.76
1499	499	7	203.31
1500	499	13	481.71
1501	500	24	205.83
1502	500	6	642.92
1503	500	12	137.13
1504	500	9	25.1
1505	500	20	0.76
1513	504	9	534.21
1514	504	30	429.34
1515	504	14	494.73
1516	504	6	47.69
1517	504	15	840.51
1519	506	25	874.38
1520	506	5	1.47
1521	506	7	647.08
1522	506	15	35.5
1523	506	1	786.82
1526	508	10	311.88
1527	508	17	623.43
1528	508	8	166.63
1529	508	7	654.26
1530	509	28	75.42
1531	509	9	64.69
1532	509	23	526.65
1533	509	12	88.76
1534	509	7	137.75
1537	511	16	120.12
1538	511	10	158.98
1539	511	24	5.86
1540	511	5	10.18
1547	514	29	96.76
1548	514	4	487.5
1549	514	26	118.8
1550	514	3	203.41
1554	516	17	285.83
1555	516	8	111.64
1556	516	20	1.36
1557	516	19	155.62
1558	516	26	264.09
1562	519	16	252.11
1563	519	5	658.96
1564	519	24	43.78
1565	519	30	326.73
1571	522	29	624.34
1572	522	14	912.67
1573	522	15	407.09
1574	522	30	165.57
1586	531	3	661.04
1587	531	9	28.46
1588	531	14	139.91
1589	531	21	226.69
1590	531	26	152.03
1592	533	5	165.27
1593	533	7	418.07
1594	533	15	107.27
1595	533	6	415.31
1596	533	8	0.29
1597	534	25	82.17
1598	534	20	25.79
1599	534	12	268.95
1600	534	30	12.97
1602	536	16	30.54
1603	536	20	751.89
1604	536	5	20.37
1605	536	4	881.13
1610	539	22	403.42
1611	539	9	531.84
1612	539	17	682.11
1613	539	21	110.02
1621	543	13	225.64
1622	543	26	470.44
1623	543	21	140.25
1624	543	11	484.08
1625	544	23	70.67
1626	544	16	128.75
1627	544	27	488.83
1628	544	11	155.24
1629	544	6	181.38
1642	552	16	76.97
1643	552	5	274.39
1644	552	7	397.7
1645	552	28	345.61
1646	552	20	117.04
1647	553	13	51.36
1648	553	18	564.49
1649	553	22	128.11
1650	553	25	134.38
1656	556	28	461.12
1657	556	2	795.03
1658	556	6	807.73
1659	556	27	362.46
1660	557	18	145.19
1661	557	27	628.08
1662	557	16	518.28
1663	557	6	402.49
1669	561	17	246.47
1670	561	23	393.13
1671	561	10	100.44
1672	561	6	510.51
1673	561	27	591.28
1674	562	14	272.78
1675	562	10	277.84
1676	562	25	1092.02
1677	562	27	368.75
1678	562	6	9.73
1681	564	27	154.1
1682	564	26	889.52
1683	564	13	432.58
1684	564	14	431.05
1685	565	8	77.59
1686	565	28	61.55
1687	565	11	290.33
1688	565	10	21.33
1693	569	1	109.54
1694	569	30	192.62
1695	569	8	581.26
1696	569	29	136.92
1709	577	9	619.29
1710	577	1	38.7
1711	577	8	182.34
1712	577	20	437.3
1713	577	5	240.21
1714	578	2	659.33
1715	578	22	114.97
1716	578	17	381.12
1717	578	1	631.12
1718	578	15	463.32
1730	585	15	605.36
1731	585	13	32.15
1732	585	9	191.98
1733	585	25	417.69
1735	587	24	123.37
1736	587	22	23.15
1737	587	19	493.05
1738	587	26	423.26
1739	587	23	194.91
1745	590	11	86.5
1746	590	14	1.05
1747	590	10	854.11
1748	590	27	457.52
1749	590	30	515.46
1750	591	9	78.0
1751	591	10	743.62
1752	591	12	156.73
1753	591	20	442.23
1754	591	14	97.86
1755	592	16	2.31
1756	592	12	237.84
1757	592	29	521.24
1758	592	22	323.24
1767	597	13	273.7
1768	597	20	124.14
1769	597	14	73.42
1770	597	2	123.71
1771	597	23	191.99
1778	601	29	198.96
1779	601	22	500.7
1780	601	21	567.29
1781	601	16	83.1
1784	603	19	393.86
1785	603	8	294.01
1786	603	18	282.18
1787	603	24	228.85
1795	607	6	216.55
1796	607	19	1015.28
1797	607	24	44.1
1798	607	20	117.07
1799	608	29	34.57
1800	608	30	318.39
1801	608	24	308.28
1802	608	14	698.45
1803	608	27	630.5
1810	612	13	325.52
1811	612	4	166.42
1812	612	5	541.19
1813	612	28	6.51
1814	613	12	434.3
1815	613	23	326.34
1816	613	4	482.02
1817	613	14	124.97
1818	614	14	12.12
1819	614	5	169.9
1820	614	23	79.35
1821	614	27	48.52
1822	615	15	507.9
1823	615	27	24.63
1824	615	19	112.34
1825	615	3	27.96
1826	616	29	45.84
1827	616	15	374.51
1828	616	6	165.53
1829	616	25	20.22
1830	616	8	570.01
1833	619	29	430.49
1834	619	14	257.92
1835	619	13	32.49
1836	619	12	13.63
1837	619	16	869.61
1840	621	6	533.84
1841	621	8	265.59
1842	621	2	521.05
1843	621	12	392.37
1846	623	9	189.21
1847	623	27	97.43
1848	623	15	187.2
1849	623	4	216.99
1850	623	17	247.26
1851	624	2	28.0
1852	624	15	95.06
1853	624	1	588.85
1854	624	3	279.46
1855	624	17	170.35
1866	629	28	400.82
1867	629	30	35.79
1868	629	24	341.16
1869	629	20	618.94
1870	629	27	416.82
1881	634	16	141.86
1882	634	20	432.42
1883	634	26	253.43
1884	634	30	229.9
1885	634	6	18.61
1886	635	12	306.83
1887	635	8	503.6
1888	635	20	338.26
1889	635	6	122.99
1890	635	28	161.89
1893	637	19	63.45
1894	637	4	392.84
1895	637	27	6.74
1896	637	18	251.21
1897	637	26	78.79
1899	639	1	65.81
1900	639	29	553.45
1901	639	27	141.97
1902	639	24	145.37
1910	644	23	171.81
1911	644	9	194.83
1912	644	27	139.56
1913	644	7	134.2
1914	644	12	524.31
1915	645	18	476.81
1916	645	7	197.24
1917	645	1	119.09
1918	645	8	228.34
1919	646	18	420.67
1920	646	5	958.71
1921	646	2	9.55
1922	646	15	1009.25
1923	646	28	419.69
1926	648	27	742.26
1927	648	6	192.67
1928	648	10	647.9
1929	648	8	221.67
1932	650	23	667.48
1933	650	22	137.32
1934	650	15	701.07
1935	650	12	149.64
1937	652	21	0.92
1938	652	7	17.16
1939	652	15	324.4
1940	652	22	232.83
1941	652	24	93.14
1949	656	21	282.52
1950	656	17	26.16
1951	656	5	125.18
1952	656	22	277.06
1953	656	27	88.57
1954	657	23	325.42
1955	657	7	541.17
1956	657	19	439.08
1957	657	20	17.47
1972	664	3	278.13
1973	664	25	5.3
1974	664	22	5.73
1975	664	24	9.09
1976	665	24	121.18
1977	665	5	178.54
1978	665	26	75.04
1979	665	11	577.5
1984	668	3	203.6
1985	668	25	708.11
1986	668	24	78.07
1987	668	20	44.48
1988	669	2	82.82
1989	669	25	47.87
1990	669	22	204.77
1991	669	5	708.27
2003	674	19	314.62
2004	674	21	142.84
2005	674	11	2.61
2006	674	12	395.63
2012	677	6	563.8
2013	677	22	445.95
2014	677	29	402.59
2015	677	21	372.15
2016	678	9	920.84
2017	678	12	160.02
2018	678	1	241.63
2019	678	7	114.93
2020	679	14	49.19
2021	679	25	82.05
2022	679	27	269.27
2023	679	11	481.15
2024	680	12	72.62
2025	680	8	16.28
2026	680	27	245.94
2027	680	28	44.31
2028	681	23	394.42
2029	681	3	40.91
2030	681	16	53.99
2031	681	20	6.12
2032	682	19	659.59
2033	682	9	123.88
2034	682	22	383.32
2035	682	28	376.74
2036	682	21	5.15
2041	685	4	312.64
2042	685	11	184.94
2043	685	20	133.46
2044	685	3	182.02
2045	686	8	12.21
2046	686	1	636.19
2047	686	17	298.45
2048	686	22	64.8
2059	693	4	553.81
2060	693	13	215.5
2061	693	16	371.07
2062	693	2	310.3
2065	695	3	7.75
2066	695	28	18.91
2067	695	1	827.63
2068	695	17	95.42
2069	695	21	314.72
2090	708	18	196.3
2091	708	23	42.87
2092	708	9	617.14
2093	708	30	1.45
2094	708	1	433.47
2103	712	23	520.83
2104	712	14	79.68
2105	712	22	121.43
2106	712	21	6.97
2107	712	24	161.24
2111	714	9	426.75
2112	714	6	78.69
2113	714	19	199.59
2114	714	7	841.93
2115	715	30	0.8
2116	715	12	279.46
2117	715	25	214.65
2118	715	14	40.78
2119	715	29	370.69
2125	719	2	491.35
2126	719	19	794.28
2127	719	30	452.93
2128	719	14	8.2
2129	719	1	458.7
2130	720	23	887.95
2131	720	14	366.73
2132	720	19	175.03
2133	720	18	341.12
2134	720	27	49.93
2135	721	5	141.92
2136	721	19	247.69
2137	721	25	0.7
2138	721	20	155.0
2139	721	17	272.48
2141	723	2	502.31
2142	723	21	376.77
2143	723	22	14.74
2144	723	3	377.19
2145	723	15	486.6
2154	728	24	411.62
2155	728	16	542.52
2156	728	18	70.21
2157	728	8	81.52
2158	728	23	146.46
2159	729	26	657.13
2160	729	25	1017.42
2161	729	17	568.97
2162	729	22	17.0
2166	732	12	17.88
2167	732	7	319.24
2168	732	18	727.0
2169	732	25	29.7
2170	733	16	1025.5
2171	733	23	21.27
2172	733	3	339.69
2173	733	1	11.48
2174	733	5	511.41
2192	741	12	424.99
2193	741	21	163.0
2194	741	14	690.06
2195	741	20	658.55
2196	741	3	115.45
2204	745	19	7.34
2205	745	17	41.45
2206	745	7	213.64
2207	745	4	97.75
2208	745	8	334.59
2211	747	6	84.62
2212	747	5	439.58
2213	747	30	67.18
2214	747	24	174.94
2215	747	29	286.78
2216	748	21	180.38
2217	748	16	197.7
2218	748	4	398.73
2219	748	23	112.37
2220	748	11	116.97
2236	758	8	22.56
2237	758	26	394.44
2238	758	12	51.21
2239	758	16	590.36
2240	758	19	741.75
2246	761	24	492.27
