356	2921	120
356	2923	89
356	3984	45
356	3985	116
356	3986	140
356	4445	180
356	4446	136
356	4448	121
356	4536	174
356	4837	123
356	6890	196
356	6891	97
356	6892	109
364	643	42
364	849	135
364	1154	191
364	1155	197
364	1509	151
364	2570	183
364	2571	107
364	2832	19
364	2833	80
364	3037	109
364	3397	22
364	3604	169
364	3744	134
364	3746	124
364	3831	90
364	3834	96
364	4079	145
364	4485	69
364	4652	59
364	4714	62
364	4715	134
364	4855	90
364	4911	143
364	5605	56
364	5607	190
364	5608	35
364	5664	96
364	5666	138
364	5710	1
364	5711	58
364	5808	125
364	6420	84
364	6422	187
364	6681	80
364	6682	144
365	128	39
365	206	183
365	1017	1
365	1018	65
365	1264	148
365	1297	154
365	1470	124
365	3456	40
365	3457	194
365	3540	16
365	3541	196
365	3543	59
365	4739	9
365	4740	167
365	5836	167
365	6707	135
365	6709	121
365	6957	78
368	1586	105
368	1587	4
368	2716	83
368	3786	172
368	4526	192
368	4527	108
368	4529	61
368	4744	38
368	5625	147
368	6307	194
368	6459	195
368	6762	135
368	6845	152
368	6846	15
373	722	80
373	1234	36
373	1236	20
373	1438	109
373	1440	72
373	1507	100
373	1625	129
373	1626	119
373	1629	176
373	1763	58
373	2827	37
373	3258	123
373	3260	100
373	3261	69
373	3512	121
373	3513	169
373	3748	158
373	3750	192
373	5149	74
373	6342	27
373	6465	167
373	6466	81
373	6467	158
373	6514	11
373	6672	115
376	516	174
376	639	66
376	640	150
376	1079	142
376	1614	37
376	2176	125
376	2285	8
376	2739	183
376	2740	178
376	2741	146
376	3065	175
376	3068	189
376	3162	97
376	3164	142
376	3384	37
376	3386	150
376	4027	127
376	4192	114
376	4997	87
376	4998	32
382	168	146
382	803	70
382	905	188
382	1270	53
382	1272	3
382	1273	36
382	2355	19
382	2356	20
